17.1,304.5
17.7,303.7
18.2,302.6
19.0,301.4
20.0,300.0
20.7,298.9
21.3,297.8
22.0,296.8
22.7,296.2
23.1,295.4
23.4,294.6
23.9,294.0
24.4,293.8
24.8,293.5
25.2,293.2
25.5,292.5
25.7,291.9
25.7,291.3
25.5,290.7
25.4,290.2
25.4,289.4
25.4,288.5
25.5,287.4
25.9,286.7
26.7,286.1
27.3,285.6
27.9,285.1
28.4,284.7
29.1,284.5
29.9,284.5
30.7,284.5
31.7,284.5
32.8,284.8
34.4,285.7
36.0,287.3
37.6,289.0
39.3,290.6
41.2,292.7
43.3,295.0
44.6,296.3
45.5,297.4
47.9,300.2
50.0,303.2
52.0,306.2
53.6,309.3
54.7,312.3
55.3,315.2
55.3,318.2
54.5,322.3
53.5,326.3
52.5,329.7
12.0,306.0
12.5,305.8
13.0,305.6
13.5,305.3
14.0,305.0
14.5,304.6
15.0,304.1
15.5,303.6
16.0,303.0
16.3,302.1
16.6,301.2
16.8,300.2
16.9,299.4
17.0,299.0
17.0,298.6
16.9,298.2
16.8,297.8
16.8,297.1
17.0,296.0
17.4,294.9
17.8,293.8
18.2,292.7
18.6,291.4
19.4,290.0
20.3,288.3
20.9,286.6
21.3,285.2
21.6,283.4
21.7,281.9
21.7,280.9
21.7,279.9
21.7,278.8
21.8,278.1
21.9,277.5
22.0,276.8
22.2,276.0
22.3,275.4
22.4,274.7
22.6,273.9
22.8,273.2
23.0,272.8
23.2,272.5
23.5,272.3
23.7,272.0
23.9,271.7
24.1,271.6
24.7,271.4
25.7,271.2
27.0,271.0
28.2,271.3
29.4,271.8
30.2,272.0
30.7,272.1
31.1,272.1
33.4,271.8
34.8,271.3
36.0,271.0
36.7,271.0
36.7,270.8
37.0,270.3
11.1,333.6
11.0,332.4
10.9,331.1
10.8,329.9
10.7,328.6
10.6,327.3
10.6,326.0
10.6,324.8
10.7,323.6
10.8,322.5
11.0,321.4
11.2,320.3
11.5,319.3
11.9,318.3
12.4,317.3
12.9,316.4
13.5,315.5
14.2,314.6
14.9,313.8
15.7,312.9
16.5,312.0
17.3,311.0
18.1,310.0
18.9,309.0
19.8,308.0
20.9,307.1
22.3,306.3
23.8,305.4
25.0,304.5
26.1,303.6
27.1,302.9
28.3,302.7
29.5,302.5
30.4,302.5
31.2,302.9
31.9,303.4
32.5,303.9
32.8,304.0
32.9,303.8
32.8,303.6
32.8,303.3
32.8,302.7
32.8,302.1
32.7,301.6
32.6,301.1
32.7,300.5
33.0,299.9
33.3,299.3
33.7,298.8
34.3,298.6
34.9,298.5
35.4,298.7
36.0,299.0
36.3,299.3
36.6,299.9
37.1,300.7
37.8,301.8
38.6,302.9
40.0,304.2
42.2,307.0
44.8,312.6
15.2,304.4
15.5,303.1
15.9,301.9
16.2,300.8
16.5,299.9
16.8,299.1
17.2,298.3
17.7,297.6
18.2,296.9
18.6,296.5
19.1,296.1
19.5,295.7
20.1,295.3
20.6,295.1
21.1,295.0
21.6,294.9
22.1,294.8
22.4,294.6
22.7,294.3
23.1,294.0
23.4,293.6
23.7,293.2
24.1,292.7
24.6,292.3
25.3,291.8
26.1,291.6
26.8,291.6
27.5,291.8
28.2,291.9
28.9,292.0
29.6,292.1
30.2,292.4
30.4,292.6
30.6,292.7
30.8,292.6
30.9,292.4
31.0,292.1
31.0,291.8
30.9,291.5
30.6,291.1
30.5,290.7
30.4,290.0
30.5,289.4
31.0,289.0
32.0,288.5
33.3,287.9
34.9,287.8
36.4,288.1
37.9,288.6
39.0,290.0
39.7,291.6
40.4,293.1
41.1,294.3
41.5,295.6
41.9,297.3
42.2,299.3
42.3,301.7
42.3,304.1
42.5,306.8
42.8,310.0
43.0,314.5
43.4,318.5
44.5,322.5
46.0,326.8
47.5,331.5
49.2,336.8
50.9,341.4
52.8,345.3
54.3,348.4
55.6,350.9
56.8,353.4
57.8,355.5
58.8,356.2
59.8,356.2
19.7,276.8
19.9,276.8
20.1,276.8
20.3,276.8
20.5,276.7
20.7,276.7
20.9,276.8
21.4,277.3
21.5,277.4
22.4,277.6
22.7,277.7
23.8,277.7
24.9,277.4
26.2,277.2
27.1,276.7
27.7,276.5
28.0,276.2
28.1,276.3
28.5,276.7
28.8,277.0
29.1,277.2
29.1,277.2
28.7,277.2
28.5,277.3
28.4,277.4
28.2,277.9
28.6,278.3
29.3,278.4
30.2,278.1
31.2,277.0
32.0,275.2
33.1,274.1
33.9,273.0
35.2,271.7
35.2,271.5
35.3,270.7
35.0,270.2
35.6,270.1
35.9,269.8
15.5,319.0
15.5,318.2
15.6,317.2
15.7,316.2
15.9,315.4
16.1,314.7
16.4,314.0
16.7,313.3
17.1,312.7
17.5,312.0
17.9,311.2
18.3,310.4
18.7,309.8
19.1,309.3
19.6,308.8
20.2,308.2
21.0,307.5
21.7,306.6
22.3,305.8
22.7,305.0
22.9,304.2
23.1,303.5
23.3,302.8
23.6,302.2
23.8,301.6
24.1,301.1
24.9,300.6
25.9,300.3
27.0,300.2
28.2,300.3
30.2,300.7
32.6,301.8
34.7,303.5
36.5,305.5
37.8,307.8
39.5,311.5
42.5,316.5
45.5,320.5
24.6,309.0
25.2,308.5
25.7,308.0
26.3,307.5
27.1,306.9
27.8,306.0
28.3,305.0
28.7,304.0
28.9,302.8
29.0,301.5
29.1,300.4
29.2,299.2
29.3,298.0
29.4,297.0
29.5,296.6
29.6,296.3
29.7,296.0
29.8,295.7
29.8,295.5
30.0,295.3
30.4,295.1
30.8,294.9
31.0,294.3
31.2,293.8
31.5,293.2
31.9,292.5
32.9,292.2
34.2,292.0
35.7,292.7
37.3,294.3
39.1,296.3
41.4,299.3
44.3,303.4
47.2,308.8
49.9,314.1
52.5,320.3
54.9,325.9
57.3,331.4
58.7,335.3
59.5,339.0
60.5,344.8
61.8,352.5
25.6,271.6
25.8,271.5
26.0,271.4
26.1,271.1
26.3,270.5
26.4,269.7
26.2,268.9
26.0,267.9
25.5,266.5
25.0,265.2
24.7,264.2
24.4,263.4
24.0,262.8
23.5,262.2
23.0,261.6
23.3,269.6
23.3,269.0
23.1,268.4
22.4,267.8
21.8,267.3
21.3,266.8
20.8,266.2
20.5,265.7
20.2,265.3
19.8,264.9
19.4,264.6
19.1,264.3
18.9,264.1
18.8,264.1
18.5,264.0
18.2,264.0
22.4,313.0
22.7,312.0
23.0,311.0
23.3,309.9
23.6,308.8
23.9,307.7
24.3,306.6
24.8,305.6
25.4,304.5
26.1,303.3
27.0,302.3
28.0,301.4
29.0,300.6
29.9,299.9
30.8,299.7
31.9,299.8
33.0,300.3
34.1,301.5
35.1,302.6
36.0,303.9
36.9,305.4
38.1,307.8
39.5,310.8
41.0,314.0
43.0,317.2
45.0,320.1
47.5,322.5
16.0,275.8
16.0,276.1
16.0,276.2
16.0,276.3
16.1,276.4
16.2,276.5
16.3,276.7
16.6,277.3
16.9,278.0
17.2,279.0
17.7,280.0
18.4,280.7
18.9,281.0
19.3,281.3
20.0,281.7
20.9,281.7
21.1,281.8
22.2,281.7
23.2,281.0
24.0,280.5
24.7,280.2
25.7,279.8
25.9,279.7
27.1,279.0
28.6,278.5
30.0,277.6
31.1,276.5
31.7,275.5
32.1,274.7
32.5,274.0
32.9,273.5
22.0,318.0
22.5,317.3
22.9,316.7
23.4,316.2
24.2,315.5
24.9,315.2
25.4,315.1
25.9,315.2
26.5,315.4
27.2,316.1
28.2,317.0
29.2,318.2
30.1,319.6
30.8,321.0
31.4,322.5
32.2,324.2
33.3,325.9
35.0,327.3
35.8,328.1
36.8,328.8
37.9,329.7
39.2,330.8
39.3,332.6
38.6,333.9
37.8,335.1
37.0,336.0
36.2,336.9
35.4,337.6
34.5,338.0
33.4,338.3
32.1,338.3
25.5,270.5
25.8,269.5
26.3,269.5
26.7,269.0
26.6,268.6
26.4,268.4
26.0,268.4
25.6,269.0
25.4,270.4
25.7,271.7
26.0,272.7
26.4,273.5
27.1,274.8
28.5,276.0
29.7,276.6
29.9,276.7
30.8,277.3
31.5,277.8
32.0,278.2
32.5,278.6
33.0,278.8
24.7,317.8
25.3,316.3
25.8,314.9
26.2,313.7
26.5,312.8
26.8,312.2
27.1,311.8
27.4,311.4
27.7,311.0
28.2,310.6
28.9,310.2
29.7,309.8
30.6,309.5
31.8,309.5
26.0,334.0
26.7,333.4
27.3,332.8
27.7,332.1
28.0,331.4
28.0,330.6
27.9,329.7
27.8,328.7
27.5,327.5
27.0,326.2
33.7,301.5
33.7,300.4
33.7,299.6
33.9,299.0
34.3,299.0
34.9,299.7
35.4,300.8
35.9,301.9
36.9,303.0
38.0,304.3
30.5,302.0
29.9,303.2
29.0,304.3
27.5,305.2
26.5,305.5
26.1,304.8
25.8,303.9
25.5,303.0
25.1,302.1
24.0,301.1
22.7,300.0
22.1,299.3
21.7,298.9
21.5,298.7
21.3,298.5
21.0,298.3
20.7,298.0
20.3,297.6
20.2,297.1
20.2,296.3
20.6,295.5
21.0,294.8
21.3,294.2
21.6,293.8
21.9,293.5
22.3,293.5
23.0,293.9
24.3,294.5
26.0,295.1
27.5,295.8
28.9,296.6
30.6,297.9
32.6,299.5
34.2,301.2
35.2,302.8
37.0,304.5
39.0,306.5
41.3,309.3
42.5,312.0
43.6,315.0
44.7,319.0
32.0,292.0
31.9,289.2
31.6,286.2
30.6,283.6
29.4,282.5
28.8,281.6
28.2,281.2
27.5,281.1
27.1,281.4
26.9,281.7
27.0,282.1
27.2,282.5
27.4,282.8
27.7,283.1
28.1,283.4
28.7,283.7
29.5,284.0
30.5,284.3
31.4,284.6
32.4,284.8
33.5,285.0
34.7,285.4
35.6,285.8
36.1,286.2
36.3,286.8
36.5,287.7
36.6,288.9
36.7,290.1
36.8,291.3
37.0,293.0
37.3,295.0
37.6,296.5
38.0,297.8
38.7,298.8
39.7,300.0
40.5,301.3
20.9,307.1
21.8,306.1
22.7,305.1
23.7,304.1
25.0,303.1
26.4,302.1
27.7,301.1
29.0,300.2
30.4,299.5
31.9,299.2
33.6,299.1
35.3,300.0
37.0,301.2
38.8,302.5
40.6,303.9
12.1,315.9
12.1,314.7
12.2,313.8
12.4,313.1
12.6,312.4
12.7,311.6
12.8,310.8
12.9,310.0
13.0,309.2
13.2,308.4
13.4,307.6
13.6,306.4
13.8,304.7
14.1,302.9
14.4,301.1
14.8,299.3
15.2,297.4
15.6,295.4
15.9,293.3
16.2,291.4
16.3,289.8
16.4,288.3
16.6,286.9
17.1,285.4
17.6,283.8
17.9,283.1
18.1,282.2
18.3,280.6
18.6,279.1
18.9,277.8
19.2,276.6
19.4,275.5
19.8,274.4
20.2,273.3
20.3,273.0
20.4,272.7
20.6,272.1
21.0,270.8
21.4,269.6
21.6,268.4
21.6,267.3
21.6,266.3
21.6,265.7
21.7,265.1
21.9,264.3
22.1,263.4
22.2,262.5
22.3,262.2
22.3,261.8
22.4,261.2
22.4,260.6
22.4,260.1
12.3,334.4
12.3,333.4
12.3,332.4
12.3,331.3
12.3,330.2
12.3,329.0
12.3,327.7
12.3,326.4
12.3,325.1
12.3,323.7
12.4,322.0
12.6,320.4
12.8,318.8
13.0,317.2
13.2,315.6
13.4,313.9
13.6,312.3
13.7,310.6
13.8,308.9
13.9,307.2
14.0,305.6
14.1,304.0
14.1,302.7
14.1,301.6
14.1,300.3
14.2,298.9
14.2,297.3
14.3,295.7
14.4,294.2
14.6,292.6
14.8,290.6
15.0,288.6
15.1,287.0
15.1,285.8
15.2,284.7
15.4,283.6
15.5,282.1
15.5,280.5
12.5,328.0
13.2,326.7
14.0,325.5
14.6,324.5
14.8,323.6
15.0,322.6
15.3,321.4
15.7,319.8
16.1,318.2
16.4,316.7
16.6,315.5
16.7,314.3
16.9,313.1
17.2,311.8
17.8,310.3
