14.4,278.2
14.9,277.7
15.2,277.2
15.5,276.7
15.4,276.1
15.1,275.5
14.8,275.1
14.4,275.0
14.0,275.1
13.6,275.5
13.2,276.0
13.1,276.5
13.7,277.0
14.7,277.5
15.9,277.9
17.3,277.9
18.2,277.8
19.0,277.5
19.7,276.9
20.2,276.3
20.5,276.0
20.9,275.9
21.3,275.8
21.8,275.7
21.9,275.7
22.2,275.5
22.7,275.3
23.3,275.2
23.9,275.0
24.2,274.6
24.0,274.8
23.5,275.1
23.2,275.4
23.1,275.7
23.0,276.0
23.1,276.3
23.2,276.6
23.4,277.1
23.6,277.2
24.0,276.8
24.5,276.2
25.2,275.6
25.9,275.0
26.6,274.3
27.3,274.2
28.0,274.2
28.7,274.2
29.3,274.1
29.8,274.1
30.3,274.1
30.4,274.1
30.8,274.2
31.1,274.5
26.1,278.7
26.6,279.1
27.2,279.5
27.7,279.9
28.2,280.8
28.7,281.7
29.1,282.6
29.5,283.7
30.2,284.8
30.9,285.7
32.0,286.0
33.1,286.2
34.3,286.4
35.6,286.7
36.9,287.5
38.2,288.3
39.7,289.5
41.4,291.4
22.8,285.6
23.8,285.4
25.2,285.2
26.6,285.0
27.9,284.7
29.1,284.4
29.8,284.1
30.5,283.9
31.3,283.7
32.3,283.5
33.4,283.6
34.6,283.8
35.0,283.9
35.4,283.9
35.6,284.0
36.1,284.1
36.6,284.3
37.6,285.1
38.7,287.0
40.1,289.5
41.5,292.3
43.1,295.9
46.0,299.5
49.0,300.7
52.8,300.9
54.0,301.0
14.0,339.5
13.9,338.4
13.8,337.2
13.7,336.0
13.6,334.7
13.5,333.3
13.6,331.8
13.8,330.1
13.9,328.4
14.0,326.7
14.0,325.0
14.0,323.3
14.0,321.6
14.0,319.9
14.0,318.2
14.0,316.6
14.0,315.0
14.0,313.4
14.1,311.8
14.4,310.3
15.0,308.8
15.7,307.3
16.5,305.7
17.3,304.1
18.2,302.7
19.1,301.3
20.0,299.9
21.2,298.7
22.4,297.6
23.6,296.8
24.9,296.0
26.2,295.2
27.5,294.3
28.8,293.5
29.9,292.8
31.0,292.1
32.2,291.4
33.4,290.6
35.0,290.0
37.0,289.5
38.8,290.0
40.6,291.6
43.4,293.2
44.2,293.6
45.3,294.2
46.4,294.8
49.1,297.0
51.8,299.2
54.5,301.6
57.0,303.8
59.5,305.9
61.8,308.0
26.3,279.1
26.9,280.7
27.2,281.6
27.5,282.3
27.8,282.5
28.1,282.2
28.6,281.9
29.2,281.4
30.0,280.7
30.7,280.0
31.4,279.2
32.2,278.3
32.5,277.2
18.3,294.9
18.7,293.6
19.1,292.5
19.6,291.5
20.2,291.0
20.7,290.6
21.3,290.3
22.1,290.1
23.0,289.9
23.9,289.5
24.9,289.2
25.9,289.5
27.0,290.1
28.5,291.0
29.9,292.2
